miejscowosc_id;kod_stacji;kod_miedzynarodowy;nazwa_stacji;stary_kod_stacji;data_uruchomienia;data_zamkniecia;typ_stacji;typ_obszaru;rodzaj_stacji;adres;uwagi;wgs84_fi_n;wgs84_lambda_e
44898;MzPruszKraszeWSSE;PL0399A;Pruszków-Kraszewskiego;;2004-01-01;2009-12-31;tło;miejski;w budynku;ul. Kraszewskiego 14;;52.162262;20.812831
44898;MzPruszMajWSSE;;Pruszków-Majowa;;1980-10-01;2003-12-31;tło;miejski;w budynku;ul. Majowa 14;;52.17154;20.810253
45075;MzPultuskMicMOB;PL0822A;Pułtusk, ul. Mickiewicza;;2023-01-09;2024-12-31;tło;miejski;mobilna;ul. Mickiewicza 36;;52.703591;21.072603
45075;MzPultusKoscWSSE;;Pułtusk-Kościuszki;;1987-01-01;2003-12-31;tło;miejski;w budynku;ul. Kościuszki 16;;52.709643;21.083912
45075;MzPultusMajaWSSE;;Pułtusk-Maja;;2004-01-01;2006-12-31;tło;miejski;w budynku;ul. 3 Maja 20;;52.707685;21.084498
49599;MzRad25Czerw;PL0137A;Radom, ul. 25 Czerwca;MzRadomCz;2010-07-01;;tło;miejski;wolnostojący pobornik pyłu;ul. 25 Czerwca 1976 70;;51.40608;21.166819
49599;MzRadHallera;PL0493A;Radom, ul. Hallera;MzRadomHallera;2010-06-23;;tło;miejski;wolnostojący pobornik pyłu;ul. Hallera;;51.415324;21.171285
49599;MzRadomAlekWSSE;;Radom-Józefów;;1987-11-06;2006-12-31;tło;miejski;w budynku;ul. Aleksandrowicza 5;;51.437739;21.161865
49599;MzRadomCzWSSE;;Radom-CzerwcaWSSE;;2004-01-01;2009-12-31;tło;miejski;kontenerowa stacjonarna;ul. 25 Czerwca;;51.400128;21.162633
49599;MzRadomLubonWSSE;;Radom-Lubońskiego;;1992-01-22;2003-12-31;tło;miejski;w budynku;ul. Lubońskiego 2;;51.390409;21.170235
49599;MzRadomPulask;;Radom-Pułaskiego;;1996-04-22;2006-12-31;tło;miejski;w budynku;ul. Pułaskiego 9;;51.42521;21.158278
49599;MzRadTochter;PL0138A;Radom, ul. Tochtermana;MzRadomTochter;2003-08-01;;tło;miejski;kontenerowa stacjonarna;ul. Tochtermana 1;;51.399084;21.147474
47164;MzSiedChrobWSSE;;Siedlce-Chrobrego;;1994-01-01;2003-12-31;tło;miejski;w budynku;ul. Chrobrego 19;;52.18308;22.27501
47164;MzSiedKonars;PL0538A;Siedlce, ul. Konarskiego;MzSiedlceKonar;2012-01-01;2024-06-06;tło;miejski;kontenerowa stacjonarna;ul. Konarskiego 11;;52.172145;22.282001
47164;MzSiedPodlasWSSE;;Siedlce-Podlaska;;1990-01-01;2004-12-31;tło;miejski;w budynku;ul. Podlaska 8;;52.160795;22.255203
47164;MzSiedPoniatWSSE;;Siedlce-Poniatowskiego;;2008-01-01;2009-12-31;tło;miejski;w budynku;ul. Poniatowskiego 31;;52.176298;22.288741
47164;MzSiedSienkWSSE;;Siedlce-Sienkiewicza;;1994-01-03;2004-12-31;tło;miejski;w budynku;ul. Sienkiewicza 32;;52.165962;22.278046
47164;MzSiedStarowWSSE;;Siedlce-Starowiejska;;1998-01-01;2003-12-31;tło;miejski;w budynku;ul. Starowiejska 66;;52.166475;22.292956
47164;MzSiedWoszczWSSE;;Siedlce-Woszczerowicza;;2005-01-01;2007-12-31;tło;miejski;w budynku;ul. Woszczerowicza 9;;52.164444;22.279722
50120;MzSierpcPiastWSSE;;Sierpc-Piastowska;;1987-02-03;2006-12-31;tło;miejski;w budynku;ul. Piastowska 24;;52.853175;19.666716
50120;MzSierWiosnyMOB;PL0785A;Sierpc, ul. Wiosny Ludów;MzSierWiosny;2021-01-09;2022-12-31;tło;miejski;mobilna;ul. Wiosny Ludów 7;;52.851783;19.662061
48418;MzSochPlocWSSE;PL0400A;Sochaczew-Płocka;;2004-01-01;2009-12-31;tło;miejski;w budynku;ul. Płocka;;52.231793;20.219171
48418;MzSochSierpWSSE;;Sochaczew-Sierpnia;;2004-01-01;2005-12-31;tło;miejski;w budynku;ul. 15 Sierpnia 4;;52.221772;20.234649
45561;MzSokPodSierpWSSE;;Sokołów Podlaski-Sierpnia;;1994-01-01;2003-12-31;tło;miejski;w budynku;ul. 1 Sierpnia 1d;;52.405721;22.234814
46218;MzTluszczJKiel;PL0139A;Tłuszcz-Kielaka;;2003-08-01;2010-12-31;tło;podmiejski;kontenerowa stacjonarna;ul. Jana Kielaka 1;;52.425833;21.429167
51027;MzWarAKrzywo;PL0214A;Warszawa, ul. Krzywoń;MzWarszAKrzywon;2011-01-01;;tło;miejski;wolnostojący pobornik pyłu;ul. Anieli Krzywoń;;52.228649;20.917513
51027;MzWarAKrzywWSSE;;Warszawa-Anieli KrzywońWSSE;;2004-01-01;2009-12-31;tło;miejski;kontenerowa stacjonarna;ul. Anieli Krzywoń;;52.228649;20.917513
51027;MzWarAlNiepo;PL0140A;Warszawa, al. Niepodległości;MzWarNiepodKom;2003-08-01;;komunikacyjna;miejski;kontenerowa stacjonarna;al. Niepodległości 227/233;;52.219298;21.004724
51027;MzWarBajkowa;PL0717A;Warszawa, ul. Bajkowa;;2019-01-01;;tło;miejski;kontenerowa stacjonarna;ul. Bajkowa 17/21;;52.188474;21.176233
51027;MzWarChrosci;PL0739A;Warszawa, ul. Chrościckiego;;2019-01-01;;tło;miejski;kontenerowa stacjonarna;ul. Chrościckiego 16/18;;52.207742;20.906073
51027;MzWarKondrat;PL0143A;Warszawa, ul. Kondratowicza;MzWarTarKondra;2003-08-01;;tło;miejski;kontenerowa stacjonarna;ul. Kondratowicza 8;;52.290864;21.042458
51027;MzWarMarszal;PL0592A;Warszawa-Marszałkowska;MzWarszMarsz;2013-01-01;2017-12-31;komunikacyjna;miejski;kontenerowa stacjonarna;ul. Marszałkowska 68;;52.225157;21.014803
51027;MzWarMeteo;PL0787A;Warszawa, IMiGW;;2021-01-01;;tło;miejski;kontenerowa stacjonarna;ul. Podleśna 61;;52.281304;20.963383
51027;MzWarPodlesn;PL0044A;Warszawa-Podleśna;MzWarPodIMGW;2003-09-30;2020-12-31;tło;miejski;w budynku;ul. Podleśna 61;;52.280939;20.962156
51027;MzWarPorajow;PL0034A;Warszawa-Porajów;MzWarszPorajow;1991-01-01;2016-01-04;przemysłowa;miejski;kontenerowa stacjonarna;ul. Porajów 3;;52.314516;20.958614
51027;MzWarPuszSol;PL0033A;Warszawa-Puszczy Solskiej;MzWarszPuszSolska;1998-08-22;2016-01-04;przemysłowa;miejski;kontenerowa stacjonarna;ul. Puszczy Solskiej 5;;52.226408;20.908633
51027;MzWarszAlJerozol;;Warszawa-Aleje Jerozolimskie;;1993-01-01;2004-12-31;tło;miejski;w budynku;al. Jerozolimskie 30;;52.231631;21.0189
51027;MzWarszArmLudWSSE;;Warszawa-Armii Ludowej;;1989-10-01;2003-12-31;komunikacyjna;miejski;w budynku;ul. Armii Ludowej 16;;52.217723;21.011722
51027;MzWarszBednarWSSE;;Warszawa-Bednarska;;1976-09-01;2006-12-31;komunikacyjna;miejski;w budynku;ul. Bednarska 2/4;;52.245977;21.020429
51027;MzWarszBernWoda;PL0215A;Warszawa-Bernardyńska;;1996-04-26;2013-12-31;przemysłowa;miejski;kontenerowa stacjonarna;ul. Przy Bernardyńskiej Wodzie 7;;52.191733;21.051053
51027;MzWarszBialobWSSE;;Warszawa-Białobrzeska;;1994-01-01;2006-12-31;tło;miejski;w budynku;ul. Białobrzeska 26;;52.213226;20.973755
51027;MzWarszBorKomWSSE;PL0309A;Warszawa-Bora Komorowskiego;;1995-03-14;2008-12-31;tło;miejski;kontenerowa stacjonarna;ul. Bora Komorowskiego 31;;52.225194;21.087355
51027;MzWarszHertzaWSSE;;Warszawa-Hertza;;1980-01-02;2003-12-31;tło;miejski;w budynku;ul. Hertza 8;;52.224538;21.152749
51027;MzWarszKochanWSSE;;Warszawa-Kochanowskiego;;1980-01-02;2003-12-31;tło;miejski;w budynku;ul. Kochanowskiego 21;;52.267161;20.94953
51027;MzWarszKrucza;PL0010A;Warszawa-Krucza;;1990-01-01;2013-12-31;tło;miejski;w budynku;ul. Krucza 5/11;;52.224583;21.019039
51027;MzWarszLazurowa;;Warszawa - Lazurowa;;1991-11-01;2008-12-31;przemysłowa;miejski;kontenerowa stacjonarna;ul. Lazurowa;;52.220278;20.8975
51027;MzWarszOskLanWSSE;;Warszawa-Oskara Lange;;1996-01-01;2003-12-31;tło;miejski;kontenerowa stacjonarna;ul. Oskara Lange;;52.18154;21.008873
51027;MzWarszSGGW;PL0274A;Warszawa-Nowoursynowska;;2001-02-01;2012-12-31;tło;miejski;w budynku;ul. Nowoursynowska 166;;52.160556;21.047778
51027;MzWarszSuwalWSSE;;Warszawa-Suwalska;;1995-04-03;2003-12-31;tło;miejski;kontenerowa stacjonarna;ul. Suwalska 14;;52.295469;21.029065
51027;MzWarszZelazWSSE;PL0142A;Warszawa-Żelazna;;1976-09-01;2009-12-31;tło;miejski;w budynku;ul. Żelazna 79;;52.237499;20.98793
51027;MzWarTolstoj;PL0308A;Warszawa, ul. Tołstoja;MzWarszBielany;2000-05-15;;tło;miejski;kontenerowa stacjonarna;ul. Tołstoja 2;;52.285073;20.933018
51027;MzWarWokalna;PL0141A;Warszawa, ul. Wokalna;MzWarszUrsynow;2003-08-01;;tło;miejski;kontenerowa stacjonarna;ul. Wokalna 1;;52.160772;21.033819
51027;MzWarZeganWSSE;PL0216A;Warszawa-Żegańska;;2004-01-01;2009-12-31;tło;miejski;kontenerowa stacjonarna;ul. Żegańska;;52.205769;21.169522
43943;MzWolOgrodowa;PL0404A;Wołomin-Ogrodowa;;2010-09-20;2013-04-23;tło;miejski;w budynku;ul. Ogrodowa 4;;52.344675;21.239511
43943;MzWolomLegionWSSE;;Wołomin-Legionów;;2000-01-03;2006-12-31;tło;miejski;w budynku;ul. Legionów 78;;52.338759;21.241824
44818;MzWyszDaszynWSSE;;Wyszków-Daszyńskiego;;1982-01-01;2006-12-31;tło;miejski;w budynku;ul. Daszyńskiego 28;;52.593993;21.458079
43849;MzZwolenWSSE;;Zwoleń-Kościuszki;;2004-01-01;2006-12-31;tło;miejski;w budynku;ul. Kościuszki 11;;51.35581;21.578566
49735;MzZyrardMoniuszWSSE;;Żyrardów-Moniuszki;;1988-05-30;2006-12-31;tło;miejski;w budynku;ul. Moniuszki 40;;52.057147;20.450546
49735;MzZyraRoosev;PL0144A;Żyrardów, ul. Roosevelta;MzZyrardRoosevel;2003-08-01;;tło;miejski;kontenerowa stacjonarna;ul. Roosevelta 2;;52.053811;20.429892
56121;OpBrzeg101;PL0405A;Brzeg manualna 101;;1978-12-13;2009-12-31;tło;miejski;w budynku;ul. Armii Krajowej 22;;50.8575;17.463611
56121;OpBrzegPoprz;PL0788A;Brzeg, ul. Poprzeczna;;2021-01-11;;tło;miejski;kontenerowa stacjonarna;ul. Poprzeczna 1;;50.849509;17.462579
56118;OpGlubKochan;PL0217A;Głubczyce manualna 1;OpGlub1pyl;2005-01-01;2016-01-01;tło;miejski;wolnostojący pobornik pyłu;ul. Kochanowskiego 23;;50.200942;17.816453
56118;OpGlubRatusz;PL0650A;Głubczyce, ul. Ratuszowa;;2016-01-01;;tło;miejski;kontenerowa stacjonarna;ul. Ratuszowa 9;;50.200778;17.83051
55952;OpGora12728;;Góra Św. Anny lokalna 12728;;1991-12-31;2006-06-30;BRAK DANYCH;pozamiejski;kontenerowa stacjonarna;ul. Leśnicka;"Wybrano miejscowość SIMC: Góra Świętej Anny (0497970). Podstawa korekty: nazwa GIOŚ GÓRA ŚW. ANNY; kandydat SIMC Góra Świętej Anny po pominięciu rodzaju_gminy. Dodatkowe uwagi: skrót Św. -> Świętej.";50.451667;18.163333
56011;OpJanusz12394;;Januszkowice lokalna 12394;;1990-11-27;2006-06-30;BRAK DANYCH;pozamiejski;kontenerowa stacjonarna;ul. Piękna;;50.395833;18.138333
55547;OpKKozBSmial;PL0218A;Kędzierzyn-Koźle, ul. Śmiałego;OpKkozle1a;2005-01-01;;tło;miejski;kontenerowa stacjonarna;ul. Bolesława Śmiałego 5;;50.349608;18.236575
55547;OpKkozle243;;K-Koźle manualna 243;;2001-10-10;2004-12-31;tło;miejski;w budynku;ul. Chrobrego 28;;50.338333;18.134167
55547;OpKkozle61;;K-Koźle manualna 61;;1980-01-10;2005-12-31;tło;miejski;w budynku;ul. Anny 14;;50.334444;18.147222
55547;OpKkozleSP10;;K-Koźle BASKI-SP10;;2004-01-01;2004-12-31;przemysłowa;miejski;kontenerowa stacjonarna;ul. Książąt Opolskich;;50.369444;18.327778
55547;OpKkozleSP3;;K-Koźle BASKI-SP3;;2004-01-01;2004-12-31;przemysłowa;miejski;kontenerowa stacjonarna;ul. Przodowników Pracy;;50.323611;18.251389
55547;OpKkozleSP7;;K-Koźle BASKI-SP7;;2004-01-01;2004-12-31;tło;miejski;kontenerowa stacjonarna;ul. Gagarina;;50.344444;18.227778
56045;OpKlucz227;PL0145A;Kluczbork manualna 227;;2004-01-01;2009-12-31;tło;miejski;w budynku;ul. Rynek_ratusz;;50.973056;18.214167
56045;OpKlucz235;PL0406A;Kluczbork manualna 235;;2002-07-15;2009-12-31;tło;miejski;w budynku;ul. Jagiellońska 3;;50.974444;18.217508
56045;OpKluczMicki;PL0517A;Kluczbork, ul. Mickiewicza;OpKlucz2pyl;2010-08-06;;tło;miejski;wolnostojący pobornik pyłu;ul. Mickiewicza 10;;50.972181;18.207575
55747;OpKrap3Maja;PL0810A;Krapkowice, ul. 3 Maja;;2022-01-03;2023-12-31;tło;miejski;mobilna;ul. 3 Maja 17;;50.486194;17.97477
55747;OpKrap3Maja;PL0810A;Krapkowice, ul. 3 Maja;OpKrap3MajaMOB;2022-01-03;2023-12-31;tło;miejski;mobilna;ul. 3 Maja 17;;50.486194;17.97477
55761;OpNamys2pyl;PL0219A;Namysłów manualna 2;;2005-01-01;2010-08-05;tło;miejski;BRAK DANYCH;ul. Mariańska 2;;51.072222;17.718889
55461;OpNysa237;;Nysa manualna 237;;2001-01-01;2009-12-31;tło;miejski;w budynku;ul. Tkacka 2;;50.473611;17.333556
55461;OpNysaRodzie;PL0593A;Nysa, ul. Rodziewiczówny;OpNysa3pyl;2013-10-28;2024-12-31;tło;miejski;kontenerowa stacjonarna;ul. Rodziewiczówny 1;;50.458989;17.331906
55429;OpOlesno3pyl;PL0220A;Olesno manualna 3;;2005-01-01;2011-04-01;tło;miejski;BRAK DANYCH;ul. Solny Rynek 1;;50.876389;18.418611
55429;OpOlesSlowac;PL0553A;Olesno, ul. Słowackiego;OpOlesno4a;2011-11-01;;tło;miejski;kontenerowa stacjonarna;ul. Słowackiego;;50.876983;18.416878
55689;OpOpole244;;Opole manualna 244;;2002-01-12;2003-12-31;tło;miejski;w budynku;ul. Sosnkowskiego 40-42;;50.682222;17.946111
55689;OpOpole246;PL0146A;Opole manualna 246;;2004-01-01;2009-12-31;tło;miejski;BRAK DANYCH;ul. Oleska 64;;50.675278;17.937222
55689;OpOpole45;;Opole manualna 45;;2003-02-10;2006-12-31;tło;miejski;w budynku;ul. Mickiewicza 1;;50.666111;17.937778
55689;OpOpole45p;;Opole manualna 45p;;2002-01-01;2004-12-31;tło;miejski;w budynku;ul. Mickiewicza 1;;50.666111;17.937778
55689;OpOpoleKoszy;PL0674A;Opole, ul. Koszyka;;2017-01-01;;tło;miejski;kontenerowa stacjonarna;ul. Koszyka 21;;50.666736;17.899137
55689;OpOpoleMinor;PL0221A;Opole automat 3;OpOpole3a;2005-01-01;2016-12-31;tło;miejski;kontenerowa stacjonarna;ul. Minorytów;;50.666961;17.922797
55689;OpOpoleOsAKr;PL0494A;Opole, os. Armii Krajowej;OpOpole4pyl;2010-01-01;;tło;miejski;wolnostojący pobornik pyłu;os. Armii Krajowej;;50.676856;17.950278
55704;OpPrud189;PL0407A;Prudnik manualna 189;;1991-03-15;2009-12-31;tło;miejski;w budynku;ul. Klasztorna 4;;50.321111;17.5775
55704;OpPrud189p;;Prudnik manualna 189p;;2001-06-01;2007-12-31;tło;miejski;w budynku;ul. Klasztorna 4;;50.321111;17.577778
55704;OpPrudPodgor;PL0719A;Prudnik mobilna;;2019-01-01;2020-12-31;tło;miejski;mobilna;ul. Podgórna 5;;50.320858;17.591909
55927;OpSkozleSP5;;K-Koźle BASKI-SP5;;2004-01-01;2004-12-31;przemysłowa;pozamiejski;kontenerowa stacjonarna;ul. Szkolna;;50.306944;18.219444
56147;OpStrzel239;;Strzelce manualna 239;;2000-01-01;2004-12-31;tło;miejski;w budynku;ul. Krakowska 19;;50.509444;18.303611
56147;OpStrzel247;PL0408A;Strzelce manualna 247;;2005-01-01;2009-12-31;tło;miejski;w budynku;ul. Piłsudskiego 20;;50.513889;18.303892
56147;OpStrzOpWyszMOB;PL0767A;Strzelce Opolskie, ul. Kard. Wyszyńskiego;OpStrzOpWysz;2024-01-05;2024-12-19;tło;miejski;mobilna;ul. Kardynała Wyszyńskiego 12;;50.509334;18.288206
56211;OpZdze12392;PL0409A;Zdzieszowice lokalna 12392;;1990-11-27;2008-12-31;tło;miejski;kontenerowa stacjonarna;ul. Sienkiewicza;;50.435278;18.132514
56211;OpZdziePiast;PL0222A;Zdzieszowice, ul. Piastów;OpZdze2a;2005-01-01;;tło;miejski;kontenerowa stacjonarna;ul. Piastów 6;;50.423533;18.120739
67524;PdAugSzpitalna;;Augustów ul.Szpitalna 12;;1994-01-01;2002-12-31;tło;miejski;w budynku;ul. Szpitalna 12;;53.851342;22.993628
67524;PdAugustowUz;PL0768A;Augustów, Uzdrowisko;PdAugustowUm;2020-01-01;;tło;miejski;kontenerowa stacjonarna;Uzdrowisko;;53.85255;22.984686
67524;PdAugustoZdrMOB;PL0675A;Augustów - mobilne;;2017-01-01;2019-12-31;tło;miejski;mobilna;ul. Zdrojowa;;53.859528;23.00075
65543;PdBialAlPils;PL0769A;Białystok, al.Piłsudskiego;;2022-03-28;;komunikacyjna;miejski;kontenerowa stacjonarna;al. Józefa Piłsudskiego 34;;53.135286;23.161325
65543;PdBialPPiech;PL0709A;Białystok, ul. 42 Pułku Piechoty;;2022-08-22;;tło;podmiejski;kontenerowa stacjonarna;ul. 42 Pułku Piechoty 117;;53.144122;23.216322
65543;PdBialPulPie;PL0149A;Białystok-Podmiejska;PdBialyPodmiejska;2004-09-01;2017-12-21;tło;podmiejski;kontenerowa stacjonarna;ul. 42 Pułku Piechoty;;53.138614;23.229903
65543;PdBialUpalna;PL0841A;Białystok, ul. Upalna;PdBialWaszyn;2024-01-25;;tło;miejski;kontenerowa stacjonarna;ul. Upalna 26;;53.129601;23.108054
65543;PdBialWarsza;PL0496A;Białystok, ul. Warszawska;PdBialyWarszawska;2010-01-01;;tło;miejski;kontenerowa stacjonarna;ul. Warszawska 75 A;;53.129306;23.181744
65543;PdBialWaszyn;PL0148A;Białystok, ul. Waszyngtona;PdBialyMiejska;2004-09-01;2023-11-13;tło;miejski;kontenerowa stacjonarna;ul. Waszyngtona 16;;53.126689;23.155869
65543;PdBialyBroniewsk;;Bialystok ul. Broniewskiego 1;;1994-01-01;2002-12-31;tło;miejski;w budynku;ul. Broniewskiego 1;;53.140469;23.134272
65543;PdBialyLegionowa;;Białystok ul Legionowa 8;;1998-01-01;2003-12-31;tło;miejski;w budynku;ul. Legionowa 8;;53.130933;23.159853
65543;PdBialyLegionowa8;PL0147A;BIAŁYSTOK LEGIONOWA 8 POSESJA;;2003-11-01;2009-12-31;tło;miejski;kontenerowa stacjonarna;ul. Legionowa 8;;53.131111;23.158889
65543;PdBialyPorzeczkowa;;Białystok ul Porzeczkowa 11;;1994-01-01;2002-12-31;tło;miejski;w budynku;ul. Porzeczkowa 11;;53.151186;23.119169
65543;PdBialyWarszaw;;Białystok ul. Warszawska 57 A;;1983-01-01;2002-12-31;tło;miejski;w budynku;ul. Warszawska 57 A;;53.131078;23.174142
68359;PdBiePodKosciuszki;;Bielsk Podlaski ul Kościuszki 16;;1994-01-01;2002-12-31;tło;miejski;w budynku;ul. Kościuszki 16;;52.769472;23.187025
64704;PdBorsukowiz;PL0150A;Borsukowizna, Szkółka Leśna;PdBorsuWiejska;2004-09-01;;tło;pozamiejski;kontenerowa stacjonarna;;"Wybrano miejscowość SIMC: Borsukowizna (0032796). Podstawa korekty: dokładna Borsukowizna istnieje w powiecie sokólskim, ale w innej gminie niż GUGiK. Dodatkowe uwagi: konflikt GIOŚ/GUGiK; wymaga ręcznego sprawdzenia.";53.215492;23.642153
68790;PdGrajewKonsty3M;;Grajewo ul Konstytucji 3 Maja 3;;1995-01-02;2002-12-31;tło;miejski;w budynku;ul. Konstytucji 3 Maja 3;;53.643994;22.461244
68790;PdGrajewoWPoMOB;PL0721A;Grajewo, ul. Wojska Polskiego;;2019-12-30;2024-12-09;tło;miejski;mobilna;ul. Wojska Polskiego 74;;53.639793;22.470274
68790;PdGrajNowickiego;;Grajewo - lab. mobilne;;2005-01-01;2005-12-31;tło;miejski;mobilna;ul. T. Nowickiego;;53.648508;22.4509
67332;PdHajnowkJagMOB;PL0651A;Hajnówka-mobilne;;2015-01-01;2016-12-31;tło;miejski;mobilna;ul. Władysława Jagiełły;;52.739528;23.586139
68062;PdLomSikorsk;PL0151A;Łomża, ul. Sikorskiego;PdLomzaSikorskiego;2002-01-01;;tło;miejski;kontenerowa stacjonarna;ul. Sikorskiego 48/94;;53.181394;22.054381
68062;PdLomzaKopernika16;;Lomza Kopernika16;;1996-07-01;2004-04-30;tło;miejski;w budynku;ul. Kopernika;;53.174836;22.075947
68062;PdLomzaSadowa;;Łomża ul Sadowa 3;;1994-01-02;2002-12-31;tło;miejski;w budynku;ul. Sadowa 3;;53.177778;22.0825
67512;PdSiemPilsudskiego;;Siemiatycze - lab. mobilne;;2008-01-18;2008-12-31;tło;miejski;mobilna;ul. Piłsudskiego;;52.423019;22.863833
65913;PdSokol1Maja;;Sokółka ul 1- go Maja 13;;1991-01-03;2002-12-31;tło;miejski;w budynku;ul. 1 Maja 13;;53.404722;23.499444
68168;PdSuw1Maja;;Suwałki ul. 1 - go Maja 12;;1994-01-01;2002-12-31;tło;miejski;w budynku;ul. 1 Maja;;54.099675;22.935967
68168;PdSuwPulask2;PL0706A;Suwałki, ul. Pułaskiego 26;PdSuwPulaskp;2018-08-01;;tło;miejski;kontenerowa stacjonarna;ul. Pułaskiego 26;;54.115897;22.938464
68168;PdSuwPulaski;PL0152A;Suwałki, ul. Pułaskiego 73;;1992-03-18;2017-12-31;tło;miejski;kontenerowa stacjonarna;ul. Pułaskiego;;54.117878;22.934608
68796;PdZambObronZamb;;Zambrów ul Obrońców Zambrowa 50;;1997-01-02;2002-12-31;tło;miejski;w budynku;ul. Obrońców Zambrowa 50;;52.985556;22.253333
63298;PkBoguchAngeMOB;PL0842A;Boguchwała, ul. Angermana;;2024-01-01;2024-12-31;tło;miejski;mobilna;ul. Kaludiusza Angermana;;49.981786;21.934094
60966;PkCzarnaWSSENafGaz;PL0153A;Czarna-OśrNaftaGaz-WSSE;;1994-01-01;2006-12-31;tło;pozamiejski;w budynku;ul. Ośrodek Wyp-Szkol Nafta-Gaz;"Wybrano miejscowość SIMC: Czarna Górna (0348000). Podstawa korekty: GIOŚ podaje CZARNA; w gminie z GUGiK są Czarna Górna i Czarna Dolna. Dodatkowe uwagi: wybrano roboczo Czarna Górna; wymaga sprawdzenia adresu ośrodka.";49.308889;22.663903
56821;PkDebicaWSSEParkow;PL0154A;Dębica-Parkowa-WSSE;;1999-01-01;2009-12-31;tło;miejski;w budynku;ul. Parkowa 2;;50.046667;21.402222
56821;PkDebiGrottg;PL0621A;Dębica, ul.Grottgera;PkDebicaWIOSGrottgera;2015-01-01;;tło;miejski;rozproszona;ul. Grottgera 3;;50.054786;21.416256
59329;PkGorzycWSSEKEN;;Gorzyce-KEN-WSSE;;1991-01-07;2002-12-31;przemysłowa;miejski;w budynku;ul. Komisji Edukacji Narodowej;;50.657792;21.84528
59936;PkHorZdrParkMOB;PL0716A;Horyniec-Zdrój-Park;;2019-01-01;2019-12-30;tło;podmiejski;mobilna;al. Przyjaźni;;50.1921;23.361425
59936;PkHorZdrWSSESobies;PL0155A;Horyniec-Zdrój-Sobieskiego-WSSE;;1979-01-01;2009-12-31;tło;pozamiejski;w budynku;ul. Sobieskiego 60;;50.189167;23.362222
59013;PkIwonZdrRab;PL0676A;Iwonicz Zdrój, ul. Rąba;;2017-01-01;;tło;podmiejski;wolnostojący pobornik pyłu;ul. Księdza Rąba;;49.565183;21.791308
59013;PkIwZdrWSSEToros;;IwoniczZdr-Torosiewicza-WSSE;;1986-01-01;2006-12-31;tło;miejski;w budynku;ul. Torosiewicza 2;;49.561388;21.78888
60681;PkJarosPruch;PL0554A;Jarosław, ul. Pruchnicka;PkJarosWIOSPWSTE;2012-01-01;;tło;miejski;kontenerowa stacjonarna;Pruchnicka;;50.012083;22.674772
60681;PkJarosWIOSJanPawII;PL0410A;Jarosław-JanaPawłaII-WIOS;;2007-09-01;2010-12-31;tło;miejski;rozproszona;ul. Jana Pawła II;;50.015833;22.672778
60681;PkJarosWSSE3Maja;PL0411A;Jarosław - 3 Maja -WSSE;;2008-01-01;2009-12-31;tło;miejski;w budynku;ul. 3 Maja;;50.013333;22.693056
60681;PkJarosWSSEGrunw;PL0156A;Jarosław-Grunwaldzka-WSSE;;2002-01-01;2009-12-31;tło;miejski;w budynku;ul. Grunwaldzka 7;;50.016389;22.680278
61355;PkJasloSikor;PL0518A;Jaslo, ul. Sikorskiego;PkJasloWIOSSikorskiego;2009-08-01;;tło;miejski;kontenerowa stacjonarna;Sikorskiego;;49.744886;21.454617
61355;PkJasloWIOSFabr;PL0412A;Jasło-Fabryczna-WIOS;;2007-09-11;2009-07-31;tło;miejski;mobilna;ul. Fabryczna;;49.754444;21.541117
61355;PkJasloWIOSFlor;PL0157A;Jasło-Floriańska-WIOS;;2003-03-01;2011-12-31;tło;miejski;w budynku;ul. Floriańska 108;;49.739167;21.482778
61355;PkJasloWIOSFlor2;PL0275A;Jasło-Floriańska-WIOS2;;2006-08-04;2010-12-31;tło;miejski;kontenerowa stacjonarna;ul. Floriańska 108;;49.739444;21.482222
61355;PkJasloWIOSMickiew;;Jasło-Mickiewicza-WIOS;;1993-01-01;2003-12-31;tło;miejski;w budynku;ul. Mickiewicza;;49.748056;21.463889
61355;PkJasloWSSE3Maja;;Jasło-3Maja-WSSE;;1984-01-01;2003-12-31;tło;miejski;w budynku;ul. 3 Maja 68;;49.739444;21.483056
61355;PkJasloWSSEFloria;;Jasło-Floriańska-WSSE;;1988-01-01;2003-12-31;tło;miejski;w budynku;ul. Floriańska 108;;49.7475;21.471667
61355;PkJasloWSSEKoralew;;Jasło-Koralewskiego-WSSE;;1997-01-01;2005-08-31;tło;miejski;w budynku;ul. Koralewskiego 13;;49.747222;21.471389
61355;PkJasloWSSESrocz;;Jasło-Sroczyńskiego-WSSE;;1998-01-01;2006-12-31;tło;miejski;w budynku;ul. Sroczyńskiego;;49.751944;21.482778
57369;PkJedliTokarMOB;PL0823A;Jedlicze, ul. Tokarskich;;2023-01-01;2023-12-31;tło;miejski;mobilna;Tokarskich;;49.714025;21.641508
57309;PkKolbWSSETyszk;;Kobuszowa-Tyszkiew-WSSE;;2000-04-18;2002-12-31;tło;miejski;w budynku;ul. Tyszkiewiczów 5;;50.248056;21.778889
58767;PkKomanWSSEOsZdr;;Komańcza-OśrodekZdr-WSSE;;1993-01-01;2006-12-31;tło;pozamiejski;w budynku;ul. Ośrodek Zdrowia;;49.336111;22.068889
